CommunityName,BeachName,BeachCountrycode,EventDate,EventType,generalcode,Jumlah_Sampah,category,generalname,Recyclability,Hardness,RecycleMethod
Surfrider Foundation Europe,"Pla?a del Mar, Barcelona, Espagne",ES,2019-09-27,Cleanup,G175,54.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Surfrider Foundation Europe,"Pla?a del Mar, Barcelona, Espagne",ES,2019-09-13,Cleanup,G175,54.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
HELMEPA - Hellenic Marine Environment Protection Association,SEF,GR,2018-10-06,Cleanup,G175,57.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
gBqsPxAZ,Bajo de guia 10-05-14,ES,2014-05-10,Cleanup,G175,20.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Legambiente Onlus,San Cataldo  Est della Foce del torrente Pinto Trappeto (PA),IT,2018-04-24,Monitoring,G175,13.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Hold Danmark Rent,Kronborgstranden,DK,2014-05-10,Cleanup,G175,1.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Surfrider Foundation Europe,Finale Ligure harbour beach,IT,2018-06-08,Cleanup,G175,46.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Surfrider Foundation Europe,"Feu Aval de la Digue du Port, Quai de l'Infante, 64500 Saint-Jean-de-Luz, France",FR,2019-07-23,Cleanup,G175,6.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
European Environment Agency (EEA),Stevns 18,DK,2013-06-27,Cleanup,G175,4.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Surfrider Foundation Europe,"2557 Quai de Versailles, 44000 Nantes, France",unknown,2019-03-12,Cleanup,G175,70.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
GEO BSMARINELITTER,Sarpi-2016,TR,2016-10-18,Monitoring,G175,1.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Legambiente Onlus,Vascello d'oro Comacchio (FE),IT,2018-04-26,Monitoring,G175,1.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Plastic Change,Sivholm,DK,2016-04-15,Monitoring,G175,1.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Marnoba,"Punta de la Plata, Málaga",ES,2014-05-19,Cleanup,G175,20.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Monitoraggio Strategia Marina  Ministero dellAmbiente,Lido Saraceni,IT,2017-03-02,Monitoring,G175,2.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Monitoraggio Strategia Marina  Ministero dellAmbiente,Lido Saraceni,IT,2017-10-12,Monitoring,G175,2.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Monitoraggio Strategia Marina  Ministero dellAmbiente,Lido Saraceni,IT,2018-10-11,Monitoring,G175,2.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Surfrider Foundation Europe,"Rue des Bénédictins Lancieux, 22770 Lancieux, France",FR,2015-05-16,Cleanup,G175,1.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Swiss Litter Report,Sihl_Adliswil_Oggi_Fort,CH,2017-06-13,Cleanup,G175,1.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
"Aarhus University, Denmark ","MSFD Pomlenakke, Falster",DK,2016-06-25,Monitoring,G175,2.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
"Aarhus University, Denmark ","MSFD Pomlenakke, Falster",DK,2018-04-07,Monitoring,G175,2.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Mare Nostrum,N?vodari,RO,2016-04-12,Cleanup,G175,19.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Mare Nostrum,N?vodari,RO,2018-04-18,Cleanup,G175,70.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Mare Nostrum,N?vodari,RO,2014-04-08,Cleanup,G175,16.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Mare Nostrum,N?vodari,RO,2020-05-18,Monitoring,G175,21.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Monitoraggio Strategia Marina  Ministero dellAmbiente,Foce del Chienti,IT,2018-04-19,Monitoring,G175,4.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Monitoraggio Strategia Marina  Ministero dellAmbiente,Foce del Chienti,IT,2017-04-10,Monitoring,G175,4.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Monitoraggio Strategia Marina  Ministero dellAmbiente,Foce del Chienti,IT,2018-11-22,Monitoring,G175,4.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Surfrider Foundation Europe,"1350 Via Litoranea, 00122 00122, Italie",IT,2015-05-24,Cleanup,G175,3.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Swiss Litter Report,sempachersee_sempach_tampec,CH,2017-07-15,Cleanup,G175,1.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Swiss Litter Report,sempachersee_sempach_tampec,CH,2017-09-15,Cleanup,G175,1.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Perseus,Vama Veche  2 Mai,RO,2015-08-04,Cleanup,G175,5.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Perseus,Vama Veche  2 Mai,RO,2016-07-18,Cleanup,G175,25.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Marnoba,"Corna Becerra, A Coruña",ES,2015-06-06,Cleanup,G175,4.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Legambiente Onlus,Area protetta dunale Legambiente Eboli (SA),IT,2018-04-28,Monitoring,G175,12.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Mare Nostrum,Edighiol,RO,2020-11-09,Monitoring,G175,3.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Monitoraggio Strategia Marina  Ministero dellAmbiente,Vasto Localit? punta Aderci,IT,2017-04-06,Monitoring,G175,7.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
PALS: STOP BASURAS MARINAS,La Llana,ES,2018-02-17,Monitoring,G175,8.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Surfrider Foundation Europe,"60 Route de la Corniche, 29200 Brest, France",unknown,2019-06-29,Cleanup,G175,4.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Surfrider Foundation Europe,"60 Route de la Corniche, 29200 Brest, France",unknown,2019-09-21,Cleanup,G175,11.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Surfrider Foundation Europe,"via luigi sturzo, marina di Gioiosa Jonica RC, Italy, 89046 Marina di Gioiosa Ionica, Italie",IT,2015-03-22,Cleanup,G175,139.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
gBqsPxAZ,alepu,BG,2016-03-13,Cleanup,G175,8.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
gBqsPxAZ,alepu,BG,2015-09-06,Cleanup,G175,10.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
gBqsPxAZ,alepu,BG,2015-12-06,Cleanup,G175,2.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
gBqsPxAZ,alepu,BG,2015-10-10,Cleanup,G175,13.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Surfrider Foundation Europe,"36 Zurriola Hiribidea, 20002 Donostia, Espagne",ES,2015-12-20,Cleanup,G175,12.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Legambiente Onlus,"Spiaggia di zona Arco, Tricase (LE)",IT,2014-05-22,Cleanup,G175,71.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Swiss Litter Report,Sihl_Menzingen_Kucharska_Magdalena,CH,2018-03-24,Cleanup,G175,1.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Legambiente Onlus,Dominella Casalvelino (SA),IT,2018-04-30,Monitoring,G175,1.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Mare Nostrum,Mamaia ,RO,2020-11-05,Monitoring,G175,19.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Mare Nostrum,Mamaia ,RO,2020-05-18,Monitoring,G175,19.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Monitoraggio Strategia Marina  Ministero dellAmbiente,Porto Garibaldi,IT,2018-11-15,Monitoring,G175,1.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Monitoraggio Strategia Marina  Ministero dellAmbiente,Porto Garibaldi,IT,2018-03-16,Monitoring,G175,1.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Monitoraggio Strategia Marina  Ministero dellAmbiente,Porto Garibaldi,IT,2017-03-31,Monitoring,G175,1.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Swiss Litter Report,sempachersee_sempach_tampec,CH,2017-08-15,Cleanup,G175,1.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Marnoba,"Cala Santes Creus, Tarragona",ES,2015-05-10,Cleanup,G175,5.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Anemone,Fil Burnu Beach (Anemone),TR,2019-04-28,Cleanup,G175,104.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Anemone,Fil Burnu Beach (Anemone),TR,2019-11-24,Cleanup,G175,84.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Surfrider Foundation Europe,"Grande plage, 44760 La Bernerie-en-Retz, France",FR,2015-03-28,Cleanup,G175,1.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Anemone,Mamaia Nord (Anemone),RO,2019-04-08,Monitoring,G175,8.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Monitoraggio Strategia Marina  Ministero dellAmbiente,Porto Tolle spiaggia di Barricata,IT,2018-04-24,Monitoring,G175,1.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Monitoraggio Strategia Marina  Ministero dellAmbiente,Porto Tolle spiaggia di Barricata,IT,2018-10-10,Monitoring,G175,1.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Monitoraggio Strategia Marina  Ministero dellAmbiente,Porto Tolle spiaggia di Barricata,IT,2017-02-20,Monitoring,G175,1.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
DeFishGear - Slovenia,Piran MS Monitoring ,SI,2014-12-03,Cleanup,G175,1.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Perseus,Vama Veche  2 Mai,RO,2016-08-13,Cleanup,G175,74.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Surfrider Foundation Europe,"1237 Route de la Barre, 40220 Tarnos, France",unknown,2019-04-27,Cleanup,G175,2.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Surfrider Foundation Europe,"Unnamed Road, 29217 Le Conquet, France",unknown,2019-05-19,Cleanup,G175,40.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Surfrider Foundation Europe,"Passeig de Joan de Borb?, 78, 08003 Barcelona, Espa?a",ES,2019-10-13,Cleanup,G175,24.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Surfrider Foundation Europe,"Passeig de Joan de Borb?, 78, 08003 Barcelona, Espa?a",ES,2019-12-22,Cleanup,G175,48.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Surfrider Foundation Europe,"Passeig de Joan de Borb?, 78, 08003 Barcelona, Espa?a",ES,2019-12-01,Cleanup,G175,20.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Mare Nostrum,Mamaia ,RO,2016-10-12,Cleanup,G175,13.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Mare Nostrum,Mamaia ,RO,2018-04-17,Cleanup,G175,10.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Mare Nostrum,Mamaia ,RO,2017-10-17,Cleanup,G175,9.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Mare Nostrum,Mamaia ,RO,2015-04-14,Cleanup,G175,6.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Surfrider Foundation Europe,"283 Chemin de la Pin?de, 83000 Toulon, France",FR,2019-06-16,Cleanup,G175,1.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Hold Danmark Rent,Ore Strand,DK,2014-05-10,Cleanup,G175,18.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
ocean-R-evolution.com,Ermatingen,DE,2017-05-05,Cleanup,G175,4.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Surfrider Foundation Europe,"Passeig del Mare Nostrum, 15, 08039 Barcelona, Spain",unknown,2019-09-10,Cleanup,G175,10.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
gBqsPxAZ,Ross Beach,IE,2018-10-25,Cleanup,G175,2.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Monitoraggio Strategia Marina  Ministero dellAmbiente,Porto Tolle spiaggia di Barricata,IT,2017-10-12,Monitoring,G175,1.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Surfrider Foundation Europe,"pochote, Pochote Pochote, Costa Rica",Int,2015-07-22,Cleanup,G175,34.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Monitoraggio Strategia Marina  Ministero dellAmbiente,Porto Garibaldi,IT,2017-11-22,Monitoring,G175,1.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Legambiente Onlus,"Spiaggia di Velia, Ascea (SA)",IT,2017-04-29,Monitoring,G175,1.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Surfrider Foundation Europe,"Unnamed Road, 14810 Merville-Franceville-Plage, France",FR,2019-04-28,Cleanup,G175,5.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Anemone,Mamaia Nord (Anemone),RO,2019-09-18,Monitoring,G175,14.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Surfrider Foundation Europe,"13-16 Boulevard Albert 1er, 76600 Le Havre, France",FR,2019-08-03,Cleanup,G175,28.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Surfrider Foundation Europe,"13-16 Boulevard Albert 1er, 76600 Le Havre, France",FR,2019-11-16,Cleanup,G175,10.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Mare Nostrum,Mamaia ,RO,2017-04-11,Cleanup,G175,11.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Mare Nostrum,Mamaia ,RO,2016-04-12,Cleanup,G175,7.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Mare Nostrum,Mamaia ,RO,2014-04-08,Cleanup,G175,19.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Mare Nostrum,Mamaia ,RO,2018-09-28,Monitoring,G175,2.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Marnoba,"Merón, Cantabria",ES,2017-03-02,Cleanup,G175,4.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Marnoba,"Merón, Cantabria",ES,2018-10-22,Cleanup,G175,1.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Surfrider Foundation Europe,"63 Prom. de l'Oc?an, 40440 Ondres, France",FR,2019-06-15,Cleanup,G175,6.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Marnoba,"El Rincón de La China, Granada",ES,2018-06-17,Cleanup,G175,6.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Legambiente Onlus,Vallone Agropoli (SA),IT,2018-04-13,Monitoring,G175,13.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Legambiente Onlus,"Spiaggia di Isola Varano, Ischitella (FG)",IT,2017-04-27,Monitoring,G175,35.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Monitoraggio Strategia Marina  Ministero dellAmbiente,Foce del Chienti,IT,2017-11-02,Monitoring,G175,4.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Surfrider Foundation Europe,"73 Quai de Valmy, 75010 Paris, France",unknown,2019-05-25,Cleanup,G175,17.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Mare Nostrum,Eforie,RO,2018-04-17,Monitoring,G175,2.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Mare Nostrum,Eforie,RO,2016-10-11,Monitoring,G175,6.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Surfrider Foundation Europe,"6 Calle Nombre, 15592 Ferrol, ",ES,2015-03-21,Cleanup,G175,10.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Monitoraggio Strategia Marina  Ministero dellAmbiente,Forte dei Marmi - Vittoria Apuana,IT,2017-03-28,Monitoring,G175,1.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Monitoraggio Strategia Marina  Ministero dellAmbiente,Crotone Foce Neto,IT,2018-03-08,Monitoring,G175,1.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Monitoraggio Strategia Marina  Ministero dellAmbiente,Crotone Foce Neto,IT,2017-02-01,Monitoring,G175,1.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Swiss Litter Report,zuerichsee_staefa_hennm,CH,2017-06-26,Cleanup,G175,1.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Surfrider Foundation Europe,"Passeig de Joan de Borb?, 78, 08003 Barcelona, Espa?a",ES,2019-11-17,Cleanup,G175,16.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
"Aarhus University, Denmark ","Pomlenakke, Falster",DK,2014-08-13,Monitoring,G175,3.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
gBqsPxAZ,GEROSKIPOU - RIKKOS BEACH,CY,2018-05-15,Cleanup,G175,10.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Swiss Litter Report,reuss_ottenbach_schoenenbergerl,CH,2017-05-28,Cleanup,G175,1.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Surfrider Foundation Europe,"12 Square du Ramponneau, 59800 Lille, France",unknown,2019-07-06,Cleanup,G175,12.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Surfrider Foundation Europe,"83 Route de la Joneli?re, 44300 Nantes, France",unknown,2019-05-19,Cleanup,G175,10.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Perseus,Alepu,BG,2014-07-17,Cleanup,G175,2.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Surfrider Foundation Europe,"RUE AFAERIRII, 98716 PIRAE, Polyn?sie fran?aise",Int,2015-03-13,Cleanup,G175,45.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Legambiente Onlus,San Cataldo  Ovest Foce del Fiume Nocella Trappeto (PA),IT,2018-04-15,Monitoring,G175,18.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Surfrider Foundation Europe,"Unnamed Road, 22303 Hamburg, Deutschland",unknown,2019-03-23,Cleanup,G175,3.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Monitoraggio Strategia Marina  Ministero dellAmbiente,Forte dei Marmi - Vittoria Apuana,IT,2018-04-18,Monitoring,G175,1.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Monitoraggio Strategia Marina  Ministero dellAmbiente,Forte dei Marmi - Vittoria Apuana,IT,2018-11-29,Monitoring,G175,1.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Monitoraggio Strategia Marina  Ministero dellAmbiente,Forte dei Marmi - Vittoria Apuana,IT,2017-11-17,Monitoring,G175,1.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Surfrider Foundation Europe,"Beg an Dorchen Plomeur, 29120 Plomeur, France",FR,2015-04-05,Cleanup,G175,10.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Swiss Litter Report,katzensee_regensdorfzuerichaffoltern_stueberj,CH,2017-04-04,Cleanup,G175,1.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Swiss Litter Report,katzensee_regensdorfzuerichaffoltern_stueberj,CH,2018-03-08,Cleanup,G175,2.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Swiss Litter Report,katzensee_regensdorfzuerichaffoltern_stueberj,CH,2017-11-06,Cleanup,G175,2.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Surfrider Foundation Europe,"6 Boulevard Mar?chal Foch, 76200 Dieppe, France",FR,2019-06-02,Cleanup,G175,7.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Legambiente Onlus,"Spiaggia libera in localit? Bagnara, Castel Volturno (CS)",IT,2016-05-12,Cleanup,G175,2.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Surfrider Foundation Europe,"931 Voie Villeneuve, 83260 La Crau, France",unknown,2019-03-30,Cleanup,G175,50.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Marnoba,"Cortadura, Cádiz",ES,2018-05-01,Cleanup,G175,1.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Mare Nostrum,Eforie,RO,2017-04-11,Cleanup,G175,1.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Mare Nostrum,Eforie,RO,2018-09-27,Monitoring,G175,37.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Mare Nostrum,Eforie,RO,2015-04-13,Monitoring,G175,2.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
NIMRD Grigore Antipa,Eforie Nord - Eforie Sud,RO,2018-08-22,Cleanup,G175,70.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Monitoraggio Strategia Marina  Ministero dellAmbiente,Cavallino Treporti spiaggia di Cavallino,IT,2017-10-09,Monitoring,G175,1.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Surfrider Foundation Europe,"1 Place du Lavoir, 14113 Villerville, France",FR,2019-05-19,Cleanup,G175,2.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Surfers Against Sewage,"Royal Victoria Country Park, Netley",UK,2015-04-18,Cleanup,G175,6.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
HELMEPA - Hellenic Marine Environment Protection Association,Agia Marina (Copamar),GR,2018-10-14,Cleanup,G175,45.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
DeFishGear - Slovenia,Piran MS Monitoring ,SI,2018-07-16,Monitoring,G175,1.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
DeFishGear - Slovenia,Lazaret,IT,2014-09-20,Cleanup,G175,7.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Surfrider Foundation Europe,"Unnamed Road, 85560, Longeville-sur-Mer, France",unknown,2019-09-22,Cleanup,G175,9.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Marnoba,"Coroso, A Coruña",ES,2017-12-15,Cleanup,G175,23.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Surfrider Foundation Europe,"15 Avenue de la Plage, 86240 Ligug?, France",unknown,2019-05-19,Cleanup,G175,8.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Surfrider Foundation Europe,"11 Boulevard de Verdun, 44600 Saint-Nazaire, France",FR,2019-09-13,Cleanup,G175,15.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Swiss Litter Report,katzensee_regensdorfzuerichaffoltern_stueberj,CH,2017-10-05,Cleanup,G175,1.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Mare Nostrum,Constanta,RO,2014-04-08,Cleanup,G175,95.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Mare Nostrum,Constanta,RO,2020-05-19,Monitoring,G175,3.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Mare Nostrum,Constanta,RO,2018-09-28,Monitoring,G175,1.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Mare Nostrum,Constanta,RO,2017-04-11,Cleanup,G175,2.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Surfrider Foundation Europe,"31 Avenue de la Plage, 17580 Le Bois-Plage-en-R?, France",FR,2019-06-04,Cleanup,G175,2.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Surfrider Foundation Europe,"Passatge Mar, 8C, 08390 Montgat, Barcelona, Espagne",ES,2019-08-03,Cleanup,G175,15.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Monitoraggio Strategia Marina  Ministero dellAmbiente,Cavallino Treporti spiaggia di Cavallino,IT,2018-03-26,Monitoring,G175,1.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Monitoraggio Strategia Marina  Ministero dellAmbiente,Cavallino Treporti spiaggia di Cavallino,IT,2017-02-15,Monitoring,G175,1.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Monitoraggio Strategia Marina  Ministero dellAmbiente,Cavallino Treporti spiaggia di Cavallino,IT,2018-10-17,Monitoring,G175,1.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Institute for Water of the Republic of Slovenia,Mesecev zaliv 2,SI,2013-09-20,Cleanup,G175,1.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Surfrider Foundation Europe,"Avenue de Bordeaux L?ge-Cap-Ferret, 33970 L?ge-Cap-Ferret, France",FR,2015-03-15,Cleanup,G175,20.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Surfrider Foundation Europe,"2-4 Urkitzaurrealde Auzoa, 48130 Bakio, Espagne",ES,2015-05-09,Cleanup,G175,20.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Mare Nostrum,Eforie,RO,2016-04-11,Monitoring,G175,1.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Mare Nostrum,Eforie,RO,2020-05-20,Monitoring,G175,3.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Mare Nostrum,Eforie,RO,2017-10-17,Cleanup,G175,7.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Surfrider Foundation Europe,"1748 Boulevard Mar?chal Juin, 06160 Antibes, France",unknown,2019-08-20,Cleanup,G175,20.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Blue Flag Turkey,Kindilcesme,TR,2021-01-19,Monitoring,G175,23.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Blue Flag Turkey,Kindilcesme,TR,2020-10-30,Monitoring,G175,5.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Surfrider Foundation Europe,"-15, Av. Pinar, 13, 33417, Espagne",ES,2019-04-27,Cleanup,G175,4.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Surfrider Foundation Europe,"517 Calle Buen Pastor, 11100 San Fernando, Espagne",ES,2015-06-28,Cleanup,G175,120.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Swiss Litter Report,Zürichsee-Feldeggstr-BänningerSand,CH,2017-10-25,Cleanup,G175,3.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Swiss Litter Report,Zürichsee-Feldeggstr-BänningerSand,CH,2017-11-29,Cleanup,G175,3.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Swiss Litter Report,Zürichsee-Feldeggstr-BänningerSand,CH,2017-07-20,Cleanup,G175,19.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Swiss Litter Report,Zürichsee-Feldeggstr-BänningerSand,CH,2017-06-20,Cleanup,G175,12.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
Swiss Litter Report,Zürichsee-Feldeggstr-BänningerSand,CH,2018-03-26,Cleanup,G175,10.0,Metal,Cans (bevarage) ,Yes,Hard,smelting and refining
